320	130	25	42
321	129	25	42
321	129	25	43
320	128	25	43
320	127	24	43
315	123	29	45
315	122	28	44
313	123	28	43
312	122	28	44
310	123	26	44
308	126	26	41
304	126	30	40
301	129	33	40
297	130	35	40
298	132	35	38
301	135	30	35
299	135	28	34
294	133	31	34
291	126	30	41
292	127	28	39
288	126	30	39
285	128	30	36
284	129	29	36
281	133	30	32
278	132	31	35
276	133	27	35
272	134	30	35
269	135	32	34
267	138	31	31
264	132	30	35
259	129	30	37
256	128	30	36
253	128	29	34
250	129	28	31
248	129	28	32
244	129	28	32
241	132	30	31
238	133	21	31
235	136	27	30
230	135	32	31
230	139	26	27
224	134	29	33
222	135	26	28
218	133	26	28
213	129	28	31
214	134	25	25
209	135	29	24
208	135	24	25
205	133	24	27
202	135	23	25
199	136	23	27
194	135	23	29
191	136	24	27
188	135	25	28
186	137	22	25
183	133	20	27
177	128	22	31
175	130	22	28
173	132	23	26
170	131	21	26
167	131	22	26
165	133	19	25
161	131	21	28
158	133	19	27
155	136	18	25
152	137	20	24
149	136	20	25
143	134	22	27
141	134	19	25
139	132	19	26
136	130	20	26
131	125	23	29
129	128	23	27
126	128	24	28
124	130	20	26
123	132	21	24
120	132	22	26
116	135	19	24
114	136	19	23
110	135	22	23
105	131	22	27
103	130	21	28
100	130	21	26
97	127	21	28
97	130	20	23
92	128	21	23
89	129	22	25
91	130	19	24
87	131	20	23
83	132	20	22
81	133	17	24
78	135	16	23
76	135	18	23
75	135	15	22
70	135	16	22
67	134	18	22
65	133	17	21
61	131	20	21
58	130	21	21
57	131	21	21
54	131	11	22
52	130	25	24
47	130	24	23
45	130	26	24
42	130	25	26
39	133	24	23
36	132	24	24
35	131	21	25
32	128	20	26
31	128	18	25
27	128	20	23
25	127	20	23
23	129	21	22
21	129	19	23
18	128	18	24
13	129	22	23
12	130	18	23
