13	144	22	45
14	144	21	46
16	144	19	46
17	144	18	45
19	144	17	46
20	143	18	47
21	143	21	46
22	143	24	47
23	144	28	46
23	144	29	46
26	144	28	46
28	145	28	45
30	145	27	45
31	144	27	46
32	145	26	44
33	145	25	44
37	144	20	45
38	144	20	45
40	143	19	46
41	143	18	47
42	143	21	47
44	143	22	47
45	143	23	46
46	143	25	46
48	144	24	45
50	144	24	45
51	144	24	46
53	144	23	47
55	144	22	47
56	144	21	47
58	145	18	46
59	146	18	44
60	145	19	46
62	151	19	40
63	147	21	43
65	150	17	41
67	148	14	42
69	154	12	37
70	153	14	38
71	154	12	37
72	155	12	35
73	176	12	14
76	177	9	13
80	179	5	10
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
113	156	9	30
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
114	141	24	44
115	140	20	43
116	140	21	46
117	139	20	46
120	138	17	47
120	138	19	47
121	139	26	46
123	139	27	46
124	139	27	46
126	139	25	46
127	139	24	46
128	139	24	46
129	139	23	45
131	138	22	45
133	138	19	42
134	138	19	37
135	138	17	36
136	138	19	34
137	137	18	33
139	138	16	31
140	139	17	30
141	139	18	29
142	137	17	30
144	137	16	29
145	137	16	28
147	138	16	28
149	138	16	28
150	138	16	27
151	137	16	27
151	137	19	28
152	137	20	26
151	136	28	29
153	135	24	29
153	135	28	30
154	136	27	28
163	135	18	26
163	135	20	25
166	136	20	24
168	136	20	24
171	136	18	20
173	136	18	20
175	136	17	20
177	136	16	21
179	136	15	19
181	135	14	20
181	135	15	21
183	134	14	20
184	134	15	22
185	134	15	21
186	134	15	21
188	134	14	21
190	133	14	22
192	135	15	23
194	135	15	24
197	134	14	20
198	134	16	28
199	134	16	28
199	133	18	29
203	132	16	24
204	132	17	25
205	132	18	26
208	132	18	25
209	132	23	32
211	131	22	34
212	132	23	33
212	133	26	32
212	133	28	32
216	132	26	32
216	132	27	33
217	132	28	34
220	132	26	34
223	131	23	36
226	131	21	34
229	131	18	34
230	130	17	35
231	130	17	35
233	130	17	35
234	130	17	35
236	130	20	35
238	130	21	38
240	130	27	43
242	130	27	45
244	130	25	45
246	129	23	46
248	129	22	47
249	129	21	47
250	128	20	49
252	128	18	49
254	128	17	48
255	128	20	49
257	128	22	48
258	128	26	48
260	128	27	48
262	128	28	48
263	129	28	47
263	129	29	47
265	129	27	47
268	128	24	48
270	128	22	48
272	127	21	50
274	127	19	49
275	127	19	50
277	127	19	49
278	126	22	50
280	127	25	49
281	127	28	49
284	127	28	50
285	127	29	50
286	127	29	49
286	127	30	49
288	127	27	49
290	126	25	49
292	126	23	49
295	125	20	50
297	125	18	50
298	125	18	50
299	125	20	50
301	125	20	54
302	124	22	55
303	125	17	56
301	126	20	55
298	125	31	56
297	125	33	56
295	125	36	56
312	125	20	56
312	124	22	57
303	138	29	44
301	138	17	43
298	138	20	44
294	136	24	46
289	137	29	45
281	134	36	48
279	134	38	48
277	134	38	48
275	134	36	48
273	134	34	49
272	133	31	50
270	133	31	49
268	133	29	50
266	133	28	50
265	132	28	50
263	133	30	50
261	134	32	47
259	134	33	48
258	134	34	48
257	134	34	48
256	134	33	48
253	134	34	48
251	134	34	48
249	134	32	49
248	133	30	49
246	133	27	48
244	133	27	48
242	133	29	49
240	133	31	49
239	133	32	49
237	134	33	47
236	133	34	48
235	134	27	33
245	140	16	25
243	140	16	25
242	140	16	25
240	140	15	25
239	138	15	27
237	139	16	26
236	139	15	26
234	139	16	27
232	140	16	26
232	140	14	25
230	141	15	24
228	141	15	26
227	141	14	24
224	141	15	25
223	142	15	23
221	141	15	24
219	141	16	24
218	141	15	23
216	141	17	23
214	140	19	24
213	140	20	24
212	140	20	24
210	140	16	19
208	141	17	19
207	141	16	18
205	141	16	17
203	140	15	18
202	141	15	17
200	140	15	18
199	140	15	19
197	140	16	20
196	140	15	21
194	140	16	20
193	140	16	21
191	140	16	19
188	140	18	19
186	140	17	16
185	140	16	16
183	141	16	15
182	141	16	15
181	141	15	15
179	141	16	15
178	141	15	16
176	141	16	15
175	141	15	15
173	141	16	16
172	141	16	17
171	142	15	15
169	141	15	16
168	142	14	16
