88	60	58	67
88	60	58	67
88	60	58	67
88	60	58	67
88	59	58	68
88	60	58	67
88	60	58	67
87	60	59	67
87	60	58	67
85	60	57	67
83	60	58	67
82	61	57	67
80	61	58	67
79	62	57	67
77	63	57	66
75	63	58	67
74	64	57	66
71	64	58	67
69	64	58	67
66	64	59	67
64	64	58	67
61	62	59	69
59	62	59	69
55	61	61	70
53	60	60	70
50	60	61	70
47	60	61	69
44	61	63	68
41	59	66	70
37	61	60	68
33	59	61	70
30	59	62	69
27	59	63	69
22	59	63	69
20	58	62	69
17	58	63	69
14	57	63	69
12	56	63	70
10	56	63	70
10	56	63	70
10	56	63	70
10	59	63	67
10	56	63	69
10	57	62	68
10	57	62	68
9	56	63	69
8	56	62	69
7	56	62	69
6	56	62	69
6	55	62	69
4	55	63	68
4	54	62	69
3	54	62	69
3	54	62	69
3	54	62	69
5	54	62	69
7	54	61	70
7	54	62	69
8	54	62	69
9	54	62	70
10	54	62	69
11	54	62	70
14	55	62	68
17	55	61	68
19	55	62	69
22	55	62	69
26	55	61	69
30	55	60	69
33	55	60	69
36	55	59	69
40	55	58	69
44	56	57	68
48	58	58	66
52	56	59	68
56	56	57	67
60	56	59	67
65	57	59	66
69	56	57	67
72	57	58	66
76	56	57	67
79	54	58	69
82	55	57	68
84	54	58	69
88	55	58	68
89	54	59	69
91	54	58	69
94	54	58	70
95	54	58	70
96	53	59	71
96	53	60	70
95	52	62	71
95	51	63	72
96	51	63	71
103	53	57	68
105	53	56	67
107	53	56	67
107	53	57	66
109	52	57	68
110	51	57	67
112	52	57	66
113	48	58	69
115	48	57	68
117	48	57	68
119	48	58	68
120	48	58	67
121	48	59	66
122	48	57	66
122	47	58	67
122	47	58	67
122	47	58	67
122	47	58	67
122	47	59	67
123	46	58	69
124	47	58	67
124	46	58	68
124	46	58	68
123	47	59	67
123	47	58	67
123	46	59	69
123	46	59	68
124	47	58	67
123	46	59	69
123	46	59	69
121	46	59	69
119	46	61	70
116	46	64	71
113	46	67	72
111	47	59	72
108	48	59	72
106	48	60	75
102	48	62	73
100	46	63	76
98	46	63	75
95	44	66	77
94	44	66	80
94	43	65	77
94	42	64	78
94	41	64	78
92	39	66	79
92	39	66	79
91	38	67	80
91	38	67	80
91	38	67	80
89	40	67	78
88	37	67	82
86	35	68	83
85	36	68	82
84	35	67	83
83	34	68	84
82	34	68	84
82	33	68	84
80	32	69	85
80	32	68	85
78	31	70	86
77	29	70	87
76	28	71	87
76	27	71	88
76	25	71	90
75	26	71	88
73	27	73	87
72	27	74	87
71	26	75	88
70	25	76	89
69	26	77	89
71	27	75	88
71	28	75	88
72	30	74	87
73	32	73	86
74	32	72	87
75	36	71	84
77	40	69	81
77	41	68	81
78	44	67	79
79	46	66	79
80	49	66	77
81	50	65	76
83	52	63	74
85	50	62	76
86	51	61	75
87	56	60	70
88	56	60	70
88	56	59	70
87	56	60	70
