305	160	11	10
306	158	9	10
306	157	10	11
306	157	13	10
307	157	12	10
305	157	15	11
308	158	11	10
309	159	11	9
309	158	10	10
308	158	11	11
308	158	10	11
307	158	10	11
307	157	10	12
305	157	12	12
305	156	12	12
304	156	13	12
304	155	13	12
304	154	12	12
303	154	13	12
303	153	14	13
303	153	14	13
303	153	14	13
303	153	15	13
303	153	15	13
303	153	15	13
303	153	15	13
303	154	14	12
303	154	14	13
303	154	14	13
303	155	14	12
303	154	13	14
303	156	13	12
303	156	13	12
303	156	12	12
303	156	12	12
303	155	11	12
304	155	11	11
304	154	11	11
305	154	11	11
306	155	11	11
308	155	10	12
308	157	11	11
310	160	11	12
310	167	11	11
312	176	10	12
314	186	10	12
315	198	10	11
317	193	10	11
319	185	11	11
321	177	10	11
323	170	10	12
325	164	10	12
327	163	9	8
0	0	0	0
0	0	0	0
329	153	8	6
331	152	8	8
332	151	7	6
0	0	0	0
0	0	0	0
0	0	0	0
329	168	9	6
329	172	9	10
329	183	10	9
330	193	9	11
331	193	9	10
333	186	8	9
334	177	8	10
335	170	7	9
336	164	6	9
337	160	7	10
335	156	9	14
335	156	8	14
335	151	8	19
335	147	7	8
333	147	7	8
331	147	8	9
330	150	9	9
329	153	9	10
327	159	8	9
324	167	9	10
323	177	9	11
322	189	9	11
321	193	10	10
322	185	10	10
322	176	10	11
323	169	10	11
323	164	10	9
323	160	9	8
322	153	11	12
324	152	9	7
323	149	9	8
324	148	13	10
324	148	12	10
324	148	10	10
324	149	10	10
324	150	10	10
326	153	10	10
326	154	10	9
324	154	11	9
326	154	10	9
326	153	9	8
325	150	10	9
326	146	9	7
328	142	9	9
330	138	8	10
330	135	9	7
331	132	8	7
329	127	8	7
326	120	8	7
320	111	10	10
314	101	9	10
306	92	10	10
300	85	9	9
293	78	9	9
287	71	8	9
280	66	8	8
273	60	8	8
265	56	9	7
259	52	9	8
251	48	10	8
245	45	9	8
239	43	8	9
232	41	9	8
224	41	9	7
217	41	10	7
210	41	10	7
204	42	9	8
195	44	12	9
189	47	10	8
182	50	11	7
176	53	10	10
169	58	11	9
162	63	10	9
156	70	9	9
152	70	10	8
156	67	10	7
160	64	10	8
164	61	10	10
167	60	11	10
171	60	10	9
174	59	11	11
177	61	12	10
181	62	11	10
185	64	11	10
190	67	9	9
194	72	9	8
197	75	11	8
202	80	9	9
205	84	9	9
207	90	11	10
212	96	10	10
216	104	9	9
219	112	10	9
224	120	8	9
227	129	10	10
230	139	10	10
234	149	9	10
238	160	8	10
240	171	11	11
243	183	11	11
246	196	11	10
248	190	10	11
248	180	10	11
249	172	10	11
250	164	10	11
251	157	10	10
251	150	10	10
252	144	10	10
254	139	9	10
254	135	10	8
255	130	9	10
256	127	9	9
256	124	10	9
257	122	9	9
257	121	10	9
258	120	10	9
259	120	9	9
260	120	8	9
261	122	8	8
261	123	9	9
262	126	9	9
263	129	9	9
263	133	9	9
264	137	9	8
264	141	10	8
