400	137	98	118
387	139	87	116
377	140	100	115
366	142	100	113
356	143	97	112
351	146	96	109
345	146	91	109
337	149	87	106
330	148	88	107
322	149	85	106
319	150	79	105
310	152	78	103
306	153	76	102
302	154	72	101
297	153	70	102
294	152	65	103
289	154	66	101
283	155	65	100
281	156	64	99
278	156	59	99
273	157	60	98
270	158	59	97
266	157	58	98
263	160	57	95
261	160	57	95
257	159	57	96
254	160	56	95
253	161	54	94
250	160	53	95
248	160	51	95
244	161	49	92
240	160	47	92
240	161	46	90
237	163	47	88
235	163	47	86
234	164	47	83
232	164	46	84
230	164	45	83
229	164	43	81
227	164	43	81
224	165	43	79
223	166	41	77
221	167	41	75
220	167	40	74
219	168	40	72
217	168	38	71
217	168	37	70
216	169	37	69
215	169	36	68
214	170	37	66
213	171	37	64
211	172	37	62
212	170	34	64
212	169	33	64
211	169	33	64
211	169	32	64
210	169	32	63
210	168	33	63
209	169	33	61
209	168	33	61
208	168	32	60
208	173	31	55
207	172	31	56
208	172	31	56
208	171	31	56
208	164	30	62
208	167	30	59
208	171	29	54
207	172	29	53
208	167	27	58
208	170	27	54
208	170	26	54
207	170	26	53
207	168	27	55
208	168	26	55
208	170	26	52
207	168	27	54
207	168	27	54
207	168	26	54
208	170	24	51
207	168	25	53
207	168	24	53
208	169	22	51
207	168	23	51
207	169	23	51
206	168	24	51
206	170	24	49
206	169	24	50
206	170	24	49
207	170	23	49
207	170	22	49
205	171	23	47
205	171	21	47
205	171	21	46
205	170	21	47
204	172	21	45
204	172	21	45
203	173	21	44
203	172	21	45
202	172	21	45
202	171	21	46
202	171	21	45
201	171	21	45
201	172	20	44
200	172	21	44
200	172	20	44
199	172	21	43
198	172	21	43
198	173	21	42
197	173	21	42
196	174	21	41
196	175	20	40
194	174	22	41
194	175	21	40
193	175	22	40
192	176	22	39
191	175	22	40
190	176	22	39
189	176	22	39
188	176	22	38
187	176	22	38
185	176	22	38
185	176	22	38
184	176	22	38
182	176	23	38
182	176	22	38
180	177	22	37
179	176	22	38
178	177	23	37
177	177	22	37
175	177	23	37
174	177	23	37
174	176	21	38
172	177	22	37
171	178	21	35
168	177	23	36
164	176	26	37
165	176	24	37
165	177	23	36
164	176	22	37
163	177	21	36
161	177	22	36
159	177	23	36
158	178	22	35
155	177	24	35
155	178	22	34
154	178	22	34
152	177	23	35
150	177	23	35
149	177	23	34
147	177	23	35
144	179	25	33
143	179	25	32
142	179	24	33
140	177	24	34
139	178	24	33
137	177	24	34
135	177	24	34
134	176	25	35
132	177	25	33
131	178	23	32
129	178	25	33
128	177	24	33
126	177	24	33
125	178	24	33
123	178	23	31
122	178	23	31
120	179	23	30
119	179	23	29
118	180	22	28
117	179	21	28
117	180	20	27
117	180	19	27
116	180	18	27
114	180	17	28
114	180	14	27
114	182	13	25
114	189	10	17
96	189	24	17
90	185	10	18
89	185	10	16
88	181	13	19
83	180	18	21
80	180	21	21
76	181	24	24
74	181	22	20
73	181	23	20
74	181	21	19
63	181	23	18
58	181	22	18
55	184	25	16
51	181	18	19
48	181	21	19
42	181	26	19
41	181	23	18
35	181	25	18
36	181	27	20
30	182	24	16
27	182	21	15
25	181	20	16
24	181	18	14
18	181	19	15
15	182	17	12
11	182	18	11
